Name, Release, LOC, #Comments, #Revisions, #Auth, #Fix, LOC touched, LOC added, MAX LOC added, AVG LOC added, churn, MAX churn, AVG churn, Buggy
src/java/org/apache/avro/util/Utf8.java,1.2.0,87,18,0,0,0,0,0,0,0,0,0,0,NO
lang/java/src/java/org/apache/avro/AvroRuntimeException.java,1.3.0,28,18,1,1,0,29,29,29,29,29,29,29,NO
lang/java/src/java/org/apache/avro/AvroTypeException.java,1.3.0,28,18,1,1,0,29,29,29,29,29,29,29,NO
lang/java/src/java/org/apache/avro/Protocol.java,1.3.0,387,55,3,2,0,398,393,388,131,390,388,130,NO
lang/java/src/java/org/apache/avro/Schema.java,1.3.0,1087,152,7,3,2,1211,1149,913,164,1087,913,155,NO
lang/java/src/java/org/apache/avro/SchemaParseException.java,1.3.0,25,18,1,1,0,26,26,26,26,26,26,26,NO
lang/java/src/java/org/apache/avro/file/Codec.java,1.3.0,50,32,4,2,0,80,65,39,16,54,39,13,NO
lang/java/src/java/org/apache/avro/file/CodecFactory.java,1.3.0,76,28,2,2,0,76,76,70,38,76,70,38,NO
lang/java/src/java/org/apache/avro/file/DataFileConstants.java,1.3.0,38,20,3,2,0,46,42,37,14,38,37,12,NO
lang/java/src/java/org/apache/avro/file/DataFileReader.java,1.3.0,168,33,3,1,0,281,225,149,75,169,149,56,NO
lang/java/src/java/org/apache/avro/file/DataFileStream.java,1.3.0,267,51,6,2,0,384,326,177,54,276,177,46,NO
lang/java/src/java/org/apache/avro/file/DataFileWriter.java,1.3.0,374,75,6,2,0,456,415,238,69,380,238,63,NO
lang/java/src/java/org/apache/avro/file/DeflateCodec.java,1.3.0,145,31,5,2,0,223,184,104,36,157,104,31,NO
lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java,1.3.0,85,22,1,1,0,85,85,85,85,85,85,85,NO
lang/java/src/java/org/apache/avro/file/NullCodec.java,1.3.0,64,19,5,2,0,114,89,57,17,64,57,12,NO
lang/java/src/java/org/apache/avro/file/SeekableFileInput.java,1.3.0,36,18,1,1,0,37,37,37,37,37,37,37,NO
lang/java/src/java/org/apache/avro/file/SeekableInput.java,1.3.0,36,22,1,1,0,37,37,37,37,37,37,37,NO
lang/java/src/java/org/apache/avro/generic/GenericArray.java,1.3.0,36,24,1,1,0,37,37,37,37,37,37,37,NO
lang/java/src/java/org/apache/avro/generic/GenericContainer.java,1.3.0,26,19,1,1,0,27,27,27,27,27,27,27,NO
lang/java/src/java/org/apache/avro/generic/GenericData.java,1.3.0,491,46,6,3,2,551,521,489,86,499,489,83,NO
lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,1.3.0,354,84,5,3,1,751,553,476,110,607,476,121,NO
lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java,1.3.0,196,47,3,2,1,207,202,198,67,199,198,66,NO
lang/java/src/java/org/apache/avro/generic/GenericFixed.java,1.3.0,24,19,1,1,0,24,24,24,24,24,24,24,NO
lang/java/src/java/org/apache/avro/generic/GenericRecord.java,1.3.0,27,21,2,1,1,39,33,30,16,33,30,16,NO
lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,1.3.0,55,18,1,1,0,56,56,56,56,56,56,56,NO
