Iteration,%TrainingInstances,Classifier,Feature Selection,Sampling,Cost Sensitive,Precision,Recall,AUC,Kappa,TP,FP,TN,FN
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
10,89.71910112359551,RandomForest,none,none,none,0.75,0.23076923076923078,0.9472850678733031,0.3305620219487866,3.0,1.0,169.0,10.0
10,89.71910112359551,IBk,none,none,none,0.5555555555555556,0.38461538461538464,0.901131221719457,0.42088607594936756,5.0,4.0,166.0,8.0
10,89.71910112359551,NaiveBayes,none,none,none,0.3333333333333333,0.07692307692307693,0.7674208144796381,0.10105263157894752,1.0,2.0,168.0,12.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,none,0.5,0.15384615384615385,0.9300904977375566,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),none,none,0.3333333333333333,0.23076923076923078,0.9024886877828054,0.22784810126582306,3.0,6.0,164.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,none,0.5,0.15384615384615385,0.7561085972850679,0.20884602593947485,2.0,2.0,168.0,11.0
10,89.71910112359551,RandomForest,none,SMOTE,none,0.6666666666666666,0.3076923076923077,0.9167420814479638,0.39385727190605285,4.0,2.0,168.0,9.0
10,89.71910112359551,IBk,none,SMOTE,none,0.5454545454545454,0.46153846153846156,0.9142533936651583,0.46517291768144226,6.0,5.0,165.0,7.0
10,89.71910112359551,NaiveBayes,none,SMOTE,none,0.4,0.15384615384615385,0.7746606334841629,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,none,none,Sensitive Threshold,0.5333333333333333,0.6153846153846154,0.9282805429864254,0.5361216730038028,8.0,7.0,163.0,5.0
10,89.71910112359551,IBk,none,none,Sensitive Threshold,0.5714285714285714,0.6153846153846154,0.901131221719457,0.5601922656762076,8.0,6.0,164.0,5.0
10,89.71910112359551,NaiveBayes,none,none,Sensitive Threshold,0.4,0.15384615384615385,0.7674208144796381,0.19026548672566396,2.0,3.0,167.0,11.0
10,89.71910112359551,RandomForest,BestFirst(backward),SMOTE,none,0.2857142857142857,0.15384615384615385,0.830316742081448,0.15813686026452003,2.0,5.0,165.0,11.0
10,89.71910112359551,IBk,BestFirst(backward),SMOTE,none,0.3,0.23076923076923078,0.8907239819004525,0.212205621676374,3.0,7.0,163.0,10.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),SMOTE,none,0.5714285714285714,0.3076923076923077,0.7692307692307693,0.3686026451983903,4.0,3.0,167.0,9.0
10,89.71910112359551,RandomForest,BestFirst(backward),none,Sensitive Threshold,0.3333333333333333,0.6923076923076923,0.9244343891402715,0.3916591115140525,9.0,18.0,152.0,4.0
10,89.71910112359551,IBk,BestFirst(backward),none,Sensitive Threshold,0.32142857142857145,0.6923076923076923,0.9013574660633484,0.3787453874538745,9.0,19.0,151.0,4.0
10,89.71910112359551,NaiveBayes,BestFirst(backward),none,Sensitive Threshold,0.25,0.15384615384615385,0.7561085972850679,0.14415405777166457,2.0,6.0,164.0,11.0
11,90.401218892839,RandomForest,none,none,none,0.6666666666666666,0.09523809523809523,0.7891156462585034,0.14285714285714285,2.0,1.0,167.0,19.0
11,90.401218892839,IBk,none,none,none,0.42857142857142855,0.14285714285714285,0.8071145124716553,0.1680672268907565,3.0,4.0,164.0,18.0
11,90.401218892839,NaiveBayes,none,none,none,0.75,0.14285714285714285,0.7531179138321995,0.21198156682027594,3.0,1.0,167.0,18.0
